id,nix,product,rating,helpPos,helpAll,date,userId,infoTitle,infoText
"95","XX","B0009PUR90","1.0","2","2","September 8, 2011","A8QFCJL18G564","2ND CHANCE","Item arrived on time.  Used it during last camping trip and fan worked flawlessly for 2 hours straight....then stopped.  Changed battery and did not work ever since.  Sent it back and just got the replacement.  Will try at the house for a few days and we'll see if it does the same thing."
"96","XX","B0009PUR90","1.0","1","1","September 3, 2011","A1L5HH01E79NR","Coleman battery operated tent fan","Product does not come with instructions as to how to open the battery section.  There is an open/close wheel but nothing happens when I use it.  I will have to call the company."
"97","XX","B0009PUR90","4.0","1","1","September 3, 2011","ATRYG7BSW0CK4","Love It!","I bought this fan on a whim before an overnight camping trip in early August. It turned out that we ended up camping in the middle of a rainstorm, huddled inside the tent, with this lovely little fan for ample ventilation. I can't attest to how it would work on a horribly hot or humid day/evening, but it worked perfectly to keep my tent comfortable. I do recommend buying one per person for these trips, as my partner and I kept stealing it back and forth as the other slept:)"
"98","XX","B0009PUR90","1.0","1","1","September 2, 2011","A3AZ77OGOGVI39","Not Good","Used this fan 3 or 4 times.  Does not work now.  Changed batteries, still doesn't work.  Coleman product.  Thought it would be great!"
"99","XX","B0009PUR90","1.0","1","1","August 21, 2011","A2V2CJQ66VBRSF","VERY DISAPPOINTED!!! IT FELL APART!!","I was so excited about being able to have a fan when we went car camping last weekend but as we unpacked & setting up; I turned on the fan & the blade spinned right off!!! It wouldn't spin very fast after that & it wouldn't stay on. I'm going to attempt to return it but if I don't get to return it; I'll just chalk it up for experience."
"100","XX","B0009PUR90","1.0","1","1","August 17, 2011","A2L9XXFIR9O6Q","Piece of Junk","This is the worst item I have ever bought from Amazon.  Bought it for my daughter to take to camp.  It stopped working after 24 hours.  She put fresh batteries in it and still nothing.  After she came home, I played around with it as well.  If you put it at a certain angle, the blades moved around very slowly, but it you moved it the least bit, it didn't work at all."
"101","XX","B0009PUR90","2.0","0","0","August 16, 2011","A28C006A2WBSUT","big disappointment","Work for only 21 hours, the of batteries.  When I added new batteries; it would run. No guard in front of fan."
"102","XX","B0009PUR90","1.0","1","1","August 16, 2011","ATQQ9Y8DQFW6J","Doesn't Last and Doesn't move any air!!!","This fan was a huge let-down. We took it camping and hoped that it would circulate the air in the tent pretty good, well, it didn't! The brand new batteries also didn't even last all of one night. This thing is being returned!"
"103","XX","B0009PUR90","2.0","0","0","August 4, 2011","A83G1K14RZBCX","Worked for half of one night","I bought this fan to take on a recent camping trip where we slept in a tent for two nights. I brought this fan(new in the box) with 4 brand new D batteries. The box advertises that the fan will run for 21 hours of continuous use on one set of batteries. The fan was not running when we woke up on the first morning and did not work for the rest of our trip. With 85% humidity, I was not too pleased. We did check the batteries in our air mattress pump, and they were still charged. I will be returning this fan."
"105","XX","B0009PUR90","1.0","3","3","August 2, 2011","A2Z0258U9WAL1M","You Get What You Pay For","Very cheaply made product.  Took it on a recent very hot 7-day camping trip.  The first night-and-a-half, it was a blessing as it was the difference between sleeping and not sleeping in a hot tent.  But then it just quit working in the middle of the night.  Replaced batteries, but no luck, and very little sleep for the rest of the week.  I normally only buy premium products so that I don't have these type of headaches, but just couldn't find a higher quality unit."
"106","XX","B0009PUR90","5.0","0","0","July 29, 2011","A2VMV6WU9K6HCU","couldn't sleep without it","i've been camping in CO-UT-AZ-NV-CA for the past month, and on hot nights, this has been a life-saver. i usually fall asleep with it on low, and wake up a few hours later once the temp has dropped outside and turn it off. no sign of batteries dying yet! i am VERY happy i decided to purchase this!"
"107","XX","B0009PUR90","5.0","0","0","July 29, 2011","A29NSNV21KI0F5","A "must have" for hurricane season !!","I have sat thru too many power outages during storms. This fan makes it bearable.  It folds up flat for storage.  Great!!"
"108","XX","B0009PUR90","1.0","9","11","July 28, 2011","A1H1MBO6N7UCQ","Doesn't Last...Don't Recommend","I purchased 2 of these fans, I've only used one so far and it only lasted for one day.  The fan started shaking really bad and then it would slow down and then just stop. Very poor quality, I haven't tried the second one but I'm pretty sure it will do the same thing.  I'll buy something other than a Coleman next time."
"109","XX","B0009PUR90","2.0","2","2","July 27, 2011","A3OBSXSFYZ4RHK","Not what I expected,","I bought 2 of these fans, since my daughter and I were going camping with a group in July.  While the fans worked well when they worked, they did not last more than one night. Both fan's started slowing down and speeding up, then stopped completely.  We changed out the batteries (I had purchased Duracell and new ones) without any luck, even though the fans were suppose to last longer than 7 hours on one set of batteries. The other 3 nights were very uncomfortable as it was very humid and muggy.  I have return them to Amazon and plan on getting a different brand.  Very disappointed with Coleman, this is the second item I have purchase of their's that did not hold up."
"110","XX","B0009PUR90","5.0","0","0","December 19, 2010","A10VGVCS9EFVGZ","works great","i love this thing.  it works great.  i can't imagine any reason for a negative review.  of course it doesn't blow the doors off of your tent but for a small battery operated fan, it's awesome.  i've left it on over night a few times to still have going when i woke up.  i love it and would for sure recommend it."
"111","XX","B0009PUR90","5.0","1","1","November 29, 2010","A1752DE6O00LMD","Best $14 ever spent","I bought this for camping last summer and I've discovered a lot of uses for it:-- I can put it on the camping table and turn it on low to drive away bees and mosquitos during dinner-- it does a nice job airing out the tent, although you have to place it on the floor (it tilts up)-- I use at home all the time. It's a perfect fan for a small room/bedroom.This thing is whisper quiet and the original batteries I put it when I bought it are still going strong.I love it."
"112","XX","B0009PUR90","4.0","0","0","October 23, 2010","ALD6YUKZUQ9LT","Great little fan for camping","Bought this fan for camping.  Quiet, good air flow, lasted two nights on one set of batteries.  Overall, I'm pleased.  Got to have air circirculation and this little bably provides it."
"113","XX","B0009PUR90","5.0","0","0","October 22, 2010","AIJG8YCUGDM4R","tent fan","This fan works like it should in the tent. I have used it several times already at the hunting camp this season. With up to four guys in our tent, you need to stir up the air."
"114","XX","B0009PUR90","5.0","1","1","October 21, 2010","A31DA129WMP32G","Well worth the money!","I've been looking for a good battery operated fan for quite a while.  Most reviews for other fans were so poor I never tried them.  Finally decided on this one, I bought three.  It's perfect for camping and the battery life is really good.  We've used them on two 3 day camping trips already and haven't changed the batteries yet.  We only ran them while we slept and turned them off during the night when the temperature dropped outside. The base of the fan has a weight to it so it's not likely to turn over very easily.  I don't consider the fan blades cheap, they are light weight and IF someone stuck a finger in there it would not hurt them.  We did have the fans very close to us when we slept so we were pleased with the air movement.  You can't beat it and for the price, it's a great fan."
"115","XX","B0009PUR90","4.0","3","3","October 7, 2010","A4TIE058JHER7","Coleman Free-Standing Tent Fan Small Yes! Still A Great Fan","HiI purchased two of these little fans, after trying to get them in Australia.  I was told I was unable to get them anymore. I am happy to say that I was able to get them from Amazon :-)It Gets very hot here in Australia, and we are planning on camping at the hottest time of the year, so I wanted something that will help with the high heat and I think that with two of these fans though it will still be hot it will help to keep the air moving around in our family tent.The fans fold into quite a compact size and they can tilt in many different positions.  As they run on batteries we can move them around the tent without the problem of cords to trip over.  I think we will have many times we can use them around the house so it wont just be when we are camping.I am very happy with our fans and very happy I was able to still get them from Amazon."
"116","XX","B0009PUR90","5.0","2","2","September 27, 2010","A22MA48R6DPYX0","FANTASTIC","I bought this fan because I travel with a mission team to third world countries. Most of the time the temperatures are so hot and no air is moving around us while we work. I ordered this battery operated fan hoping to at least get some air circulating. Much to my surprise, this little fan packs a HUGE air flow even on low speed. I would absolutely recommend this product to anyone. You will not be disappointed in this product."
"117","XX","B0009PUR90","5.0","0","0","September 21, 2010","A7JFQN85XR6FV","Great Product","The fan was great.  It was exactly what we needed.  Had a good battery life and gave off enough air to keep us cool."
"118","XX","B0009PUR90","3.0","1","1","September 17, 2010","A2M90ZA4O3FUZF","Not bad","Not as high powered as we'd hoped, but not bad. Noise level was pretty quiet, just a little hum. Will get a second one before our next camping trip. Each person really needs their own fan."
"119","XX","B0009PUR90","1.0","1","5","September 11, 2010","A29NUHOY9ZS4R3","TERRIBLE","THESE FANS WILL DIE.  IN THE BEGINNING I LOVED THEM.  AS SOON AS I HAD TO REPLACE THE BATTERY, THEY WERE DEAD."
"120","XX","B0009PUR90","2.0","1","1","September 8, 2010","A3EEV3JO4M1QG2","Good while it lasts","I was very excited to get this fan. We turned the fan on high and it barely lasted 5 hours. It moved quite a bit of air and felt really good in our medium tent.  Maybe different batteries would help, but the Duracell's didn't last. Overall great idea, not so great turnout."
"121","XX","B0009PUR90","3.0","0","1","August 31, 2010","A32BPSSN3D38HR","Nice fan","This fan was pretty much what I expected out of a battery operated fan.  It did not provide much cooling, but did help circulate the air.  I used it during the hottest part of the summer upper 90s during the days with lots of humidity.  It was a good way to circulate air, but it did not do much more than that."
"122","XX","B0009PUR90","1.0","6","11","August 25, 2010","A1E7LKEV1AWRBC","Great item for 1.5 weeks","I like a fan when I sleep or to cool me off when it is 95+ and humid and Coleman makes good products so it was a complete surprise when this fan stopped working 1.5 weeks after I bought it.  I'd laid in a supply of fresh batteries and even spent several hours taking it apart to check solders and wiring and even bypassed the switch, nothing helped.  After using it for 1.5 weeks, the motor apparently died.Yes it could have been an aberration but I do not care, I'll look for a more reliable brand in the future."
"124","XX","B0009PUR90","5.0","0","0","August 17, 2010","A24UCYOI41JVR9","Great Little Fan","This fan works really well -- it's perfect for getting some air outside on the patio, without having to hook up a series of extension cords. It lasts MUCH longer on batteries than the description states; I've run it about 50 hours on high already, and the batteries are still going strong. It's not wimpy, either. It's not a tornado, but stronger than I expected for a small, battery powered unit -- perfect for one or two people eating outside."
"125","XX","B0009PUR90","4.0","0","0","August 17, 2010","A2U0ZAGTKGGJAU","good fan","I got this fan for a mission trip I was going on where we didnt know if we would have electrical outlets to plug in fans. I used this fan along with 2 others and this one put out the most air and I didnt have replace the batteries which I did in the other one.  I will use it again and recommend to others who need  battery operated fan."
"126","XX","B0009PUR90","5.0","0","0","August 2, 2010","A2X1TZXT3A7A9Y","Fantastic Cooling in 100 degree heat","My wife and I purchased this just before we went camping this summer (After we checked the weather and saw that it would be 100 degrees the whole weekend, we figured we might need it! Amazon Prime is awesome!!).  We have a 9 month old daughter, and wanted  a away to keep her cool during her naps and us cool at night. We got this the day before we left, and boy are we grateful (we should have had 2.  It is quiet and strong.  It was sufficient to move air in our 8 person tent (though it has to be pointed at you to feel it) and kept our sticky daughter less sticky than she would have been.  The first night, we forgot to turn it on for 10 minutes and as my wife and I sweltered in the heat wearing as little clothing as possible, we finally remembered it and turned it on!  We immediately felt cooler and were overjoyed to have it.  Additionally, I was surprised at how long it lasted on one set of batteries.  We used Energizer and it lasted 3 days/nights (over 12 hours of being on each day).  By the third day it was not as strong, but still moved air.I would strongly recommend this item to anyone who is tenting and wants a way to cool off in hot hot summers.Additionally, the foam blade is nice, as our daughter reached out for it and it struck her. While she was startled and cried, she was not injured."
"127","XX","B0009PUR90","2.0","1","1","July 25, 2010","A3L3MWQ8KQE7NO","No power, viberates itself to death","Just used on a weekend camping trip and we are frequent campers.  You have to be within 2 ft of the thing to feel any breeze at all and thats on the high setting.  And when its on the high setting the thing can't sit still it viberates so bad that it bounces off the table or whatever you set it on. We ended up hanging it up so it didnt fall over in our tent.  It ran all night on high so i guess the battery  life is good but you may be better off checking out other fans if you plan on using this while camping."
"128","XX","B0009PUR90","1.0","9","12","July 22, 2010","AG1JO6RXU26XI","Drained the batteries within 6 hours!","I do not recommend this fan. At least not for long-term long-hour use.I initially bought this to help me sleep, I'm currently living off-grid, and since my main source of power is a generator, I obviously can't leave it going all night to power a regular fan. So I figured, hey, why not buy a battery-powered fan? Now I wasn't expecting this fans batteries to really last more than 2-3 days, but I was very surprised when this fan drained the four D batteries before my alarm even went off the next morning!Perhaps this fan is good for only occasional use, but it really didn't push much air around and it also made a strange grinding noise after only about 2 hours.All and all, not a good fan. I found a much better (and only 2 dollars more expensive) fan at walmart in the camping section which only takes two D batteries, and the battery life lasts much longer."
"129","XX","B0009PUR90","5.0","0","0","July 19, 2010","A2KAPG35VORHN4","Works just like it should","I just used this fan for the 1st time for 3 nights. It was 90+ degrees the 1st night and this little fan did great. It's quiet, has 2 speeds, and takes up a small space. You really will appeciate the soft blades, as you will stick your hand into them at some point without any problems. It made hot nights quite bearable."
"130","XX","B0009PUR90","5.0","0","0","December 19, 2009","A3F1P1DY5SJ1A0","Works!!","Works as it should, no complaints.  It is thin plastic and foam, I recommend keeping the original box to store it in while traveling,becasue it is kinda delicate.  We sat is on the fold open stool that came with the Coleman pop open table and it was at just the right height for a good night sleep in the hot tent."
"131","XX","B0009PUR90","5.0","0","0","October 13, 2009","A2BP9HWG4VOF9M","Great fan for the price","This fan is awesome!  I would definitely recommend buyers to purchase this fan if they are going on a camping trip.  Yes - you do have to place it close to you in order to feel the wind - but it saved me from tossing and turning all night on those windless, hot nights.  Totally worth it for the price you pay for it.  It worked so well that I am ordering a couple more for the next camping trip I take."
"132","XX","B0009PUR90","5.0","0","0","October 1, 2009","A2MD9TDOGP1LJ6","great working fan","This fan really surprised me on how much air it puts out.  We used it for camping when we were sitting around the table outside to keep bugs out of our faces."
"133","XX","B0009PUR90","5.0","1","2","September 18, 2009","A3Q4TYJVAM4IRM","heavy but moves a lot of air","The unit is heavy when loaded w/4 D-cells (good for car-camping, not backpacking), but moves a surprising amount of air.  It's comparable to smaller desk fans in air-flow.  But unlike those fans, you can stop the 'blades' with your hand without feeling any sting, so it's safe for the tight quarters of your tent.Quibble: Since the unit is heavy already (and even includes wall-mount anchors), too bad it doesn't have dual-power-inputs for when AC power is available."
"134","XX","B0009PUR90","5.0","9","10","August 24, 2009","A2JYAO7G2LWH25","Tropical breeze tent style!","This is just perfect, great wind force, perfect little hum to drowned out some of the night critters, ran for 3 days on one battery, and still has juice for another week!  If you need some circulation this will help quite a bit.  Of course not like your box fan at home, but just enough to help."
"135","XX","B0009PUR90","4.0","0","0","August 16, 2009","A3UUO9AF3ZEDB","Coleman Fan","This is a nice little fan.  It takes 4 D cell batteries.  It gives off some air, but if you are looking for a nice strong breeze this is not the fan.  It is a little fan that gives off a little breeze.  When it is hot and you do not have anything else I am sure you will be happy with it."
"136","XX","B0009PUR90","5.0","1","1","August 9, 2009","A2YE5K6ZGXTK4H","Super Duper!","We love to go camping.  We decided to go in the dead hot of summer, as usual.  The humidity alone was enough to drench you with sweat.  We bought two of these fans.  One for my side of the bed, one for my husbands side.  They were perfect!  We are also noise sleepers.  We can't sleep if it is silent out.  These made just enough noise that we slept soundly.  An added plus is the fan blades are made up of foam so if you accidently bump it in the middle of the night and hit your hand on the blade, it's no pain.  Also, they fold up compactly so you can put them into a tote and go adventuring!"
"137","XX","B0009PUR90","3.0","3","4","July 22, 2009","A3NWWXAFK78GWX","could be more powerful","Tried this fan this past wkend; I had to put it fairly close to my face (about a foot) to feel any air.I'll keep it; it's better than nothing.  But, wish it had a little more oomph.I stuck my hand in it to see if the blades stopped, or would hurt me.  There is no way anyone could get hurt.  The foam blades stop immediately.Just wonder how long the batteries will last.  Anyone know?"
"138","XX","B0009PUR90","4.0","6","7","June 7, 2009","A27ARZT8R4B7IE","good fan for the price","I was worried about there being no cover for the blades, then discovered they were foam and not only didn't hurt, but the fan stopped immediately when you stuck your finger in. It throws quite a bit of air for such a small fan and will probably be more than enough for camping near water."
"139","XX","B0009PUR90","4.0","5","5","June 3, 2009","A2L90YXJ0ARVM0","Terrific portable fan!","We bought several of these little fans to take camping.  They are great!  They put out good air flow for the size and work well in the tent or on a table in the shelter.  My only suggested improvement would be to be able to use smaller, lighter weight batteries.  Four D cell batteries are heavy and the battery life is rather short.  But otherwise, great fans at a reasonable price!"
